"Test Case Name";"Objective";"Precondition";"Test Steps";"Expected Result"
"[SISTEMA A] Recebimento de Pix - Pix liquidado com sucesso (PF Poupança Ativa por COBR Dinâmico)";"Validar recebimento de Pix por COBR Dinâmico para PF, conta Poupança, status Ativa";"Conta PF Poupança status Ativa; Iniciação COBR Dinâmico válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X (registro do Pix); 4) Validar tabela Y (registro do extrato); 5) Validar tabela M (registro de movimentação); 6) Validar tabela Z (mensagens pacs) e validar contrato do XML conforme Catálogo Pix Bacen; 7) Validar saldo atualizado";"Pix LIQUIDADO; Registros X/Y/M/Z consistentes; XML válido; Saldo atualizado"
"[SISTEMA A] Recebimento de Pix - Pix liquidado com sucesso (PF Poupança Ativa por QRCode Dinâmico Imediato de Saque)";"Validar recebimento de Pix por QRCode Dinâmico Imediato de Saque para PF, conta Poupança, status Ativa";"Conta PF Poupança status Ativa; Iniciação QRCode Dinâmico Imediato de Saque válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X (registro do Pix); 4) Validar tabela Y (registro do extrato); 5) Validar tabela M (registro de movimentação); 6) Validar tabela Z (mensagens pacs) e validar contrato do XML conforme Catálogo Pix Bacen; 7) Validar saldo atualizado; 8) Validar tabela de SAQUE com registro e valores corretos";"Pix LIQUIDADO; Registros X/Y/M/Z consistentes; XML válido; Saldo atualizado; SAQUE gravado corretamente"
"[SISTEMA A] Recebimento de Pix - Pix liquidado com sucesso (PF Poupança Inativa por Chave)";"Validar recebimento de Pix por Chave para PF, conta Poupança, status Inativa";"Conta PF Poupança status Inativa; Iniciação Chave válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X (registro do Pix); 4) Validar tabela Y (registro do extrato); 5) Validar tabela M (registro de movimentação); 6) Validar tabela Z (mensagens pacs) e validar contrato do XML conforme Catálogo Pix Bacen; 7) Validar saldo atualizado";"Pix LIQUIDADO; Registros X/Y/M/Z consistentes; XML válido; Saldo atualizado"
"[SISTEMA A] Recebimento de Pix - Pix liquidado com sucesso (PF Poupança Inativa por Dados Bancários)";"Validar recebimento de Pix por Dados Bancários para PF, conta Poupança, status Inativa";"Conta PF Poupança status Inativa; Iniciação Dados Bancários válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X (registro do Pix); 4) Validar tabela Y (registro do extrato); 5) Validar tabela M (registro de movimentação); 6) Validar tabela Z (mensagens pacs) e validar contrato do XML conforme Catálogo Pix Bacen; 7) Validar saldo atualizado";"Pix LIQUIDADO; Registros X/Y/M/Z consistentes; XML válido; Saldo atualizado"
"[SISTEMA A] Recebimento de Pix - Pix liquidado com sucesso (PF Poupança Inativa por QRCode Estático)";"Validar recebimento de Pix por QRCode Estático para PF, conta Poupança, status Inativa";"Conta PF Poupança status Inativa; Iniciação QRCode Estático válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X (registro do Pix); 4) Validar tabela Y (registro do extrato); 5) Validar tabela M (registro de movimentação); 6) Validar tabela Z (mensagens pacs) e validar contrato do XML conforme Catálogo Pix Bacen; 7) Validar saldo atualizado";"Pix LIQUIDADO; Registros X/Y/M/Z consistentes; XML válido; Saldo atualizado"
"[SISTEMA A] Recebimento de Pix - Pix liquidado com sucesso (PF Poupança Inativa por QRCode Estático Saque)";"Validar recebimento de Pix por QRCode Estático Saque para PF, conta Poupança, status Inativa";"Conta PF Poupança status Inativa; Iniciação QRCode Estático Saque válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X (registro do Pix); 4) Validar tabela Y (registro do extrato); 5) Validar tabela M (registro de movimentação); 6) Validar tabela Z (mensagens pacs) e validar contrato do XML conforme Catálogo Pix Bacen; 7) Validar saldo atualizado; 8) Validar tabela de SAQUE com registro e valores corretos";"Pix LIQUIDADO; Registros X/Y/M/Z consistentes; XML válido; Saldo atualizado; SAQUE gravado corretamente"
"[SISTEMA A] Recebimento de Pix - Pix liquidado com sucesso (PF Poupança Inativa por QRCode Dinâmico Imediato)";"Validar recebimento de Pix por QRCode Dinâmico Imediato para PF, conta Poupança, status Inativa";"Conta PF Poupança status Inativa; Iniciação QRCode Dinâmico Imediato válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X (registro do Pix); 4) Validar tabela Y (registro do extrato); 5) Validar tabela M (registro de movimentação); 6) Validar tabela Z (mensagens pacs) e validar contrato do XML conforme Catálogo Pix Bacen; 7) Validar saldo atualizado";"Pix LIQUIDADO; Registros X/Y/M/Z consistentes; XML válido; Saldo atualizado"
"[SISTEMA A] Recebimento de Pix - Pix liquidado com sucesso (PF Poupança Inativa por QRCode Dinâmico Imediato Saque)";"Validar recebimento de Pix por QRCode Dinâmico Imediato Saque para PF, conta Poupança, status Inativa";"Conta PF Poupança status Inativa; Iniciação QRCode Dinâmico Imediato Saque válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X (registro do Pix); 4) Validar tabela Y (registro do extrato); 5) Validar tabela M (registro de movimentação); 6) Validar tabela Z (mensagens pacs) e validar contrato do XML conforme Catálogo Pix Bacen; 7) Validar saldo atualizado; 8) Validar tabela de SAQUE com registro e valores corretos";"Pix LIQUIDADO; Registros X/Y/M/Z consistentes; XML válido; Saldo atualizado; SAQUE gravado corretamente"
"[SISTEMA A] Recebimento de Pix - Pix liquidado com sucesso (PF Poupança Inativa por Dinâmico de Troco)";"Validar recebimento de Pix por Dinâmico de Troco para PF, conta Poupança, status Inativa";"Conta PF Poupança status Inativa; Iniciação Dinâmico de Troco válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X (registro do Pix); 4) Validar tabela Y (registro do extrato); 5) Validar tabela M (registro de movimentação); 6) Validar tabela Z (mensagens pacs) e validar contrato do XML conforme Catálogo Pix Bacen; 7) Validar saldo atualizado; 8) Validar tabela de SAQUE com registro e valores corretos; 9) Validar tabela de TROCO com registro e valores corretos";"Pix LIQUIDADO; Registros X/Y/M/Z consistentes; XML válido; Saldo atualizado; SAQUE e TROCO gravados corretamente"
"[SISTEMA A] Recebimento de Pix - Pix liquidado com sucesso (PF Poupança Inativa por Dinâmico com Vencimento)";"Validar recebimento de Pix por Dinâmico com Vencimento para PF, conta Poupança, status Inativa";"Conta PF Poupança status Inativa; Iniciação Dinâmico com Vencimento válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X (registro do Pix); 4) Validar tabela Y (registro do extrato); 5) Validar tabela M (registro de movimentação); 6) Validar tabela Z (mensagens pacs) e validar contrato do XML conforme Catálogo Pix Bacen; 7) Validar saldo atualizado";"Pix LIQUIDADO; Registros X/Y/M/Z consistentes; XML válido; Saldo atualizado"
"[SISTEMA A] Recebimento de Pix - Pix liquidado com sucesso (PF Poupança Inativa por COBR Dinâmico)";"Validar recebimento de Pix por COBR Dinâmico para PF, conta Poupança, status Inativa";"Conta PF Poupança status Inativa; Iniciação COBR Dinâmico válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X (registro do Pix); 4) Validar tabela Y (registro do extrato); 5) Validar tabela M (registro de movimentação); 6) Validar tabela Z (mensagens pacs) e validar contrato do XML conforme Catálogo Pix Bacen; 7) Validar saldo atualizado";"Pix LIQUIDADO; Registros X/Y/M/Z consistentes; XML válido; Saldo atualizado"
"[SISTEMA A] Recebimento de Pix - Pix liquidado com sucesso (PF Poupança Inativa por QRCode Dinâmico Imediato de Saque)";"Validar recebimento de Pix por QRCode Dinâmico Imediato de Saque para PF, conta Poupança, status Inativa";"Conta PF Poupança status Inativa; Iniciação QRCode Dinâmico Imediato de Saque válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X (registro do Pix); 4) Validar tabela Y (registro do extrato); 5) Validar tabela M (registro de movimentação); 6) Validar tabela Z (mensagens pacs) e validar contrato do XML conforme Catálogo Pix Bacen; 7) Validar saldo atualizado; 8) Validar tabela de SAQUE com registro e valores corretos";"Pix LIQUIDADO; Registros X/Y/M/Z consistentes; XML válido; Saldo atualizado; SAQUE gravado corretamente"
"[SISTEMA A] Recebimento de Pix - Pix cancelado (Conta Encerrada) (PF Poupança Encerrada por Chave)";"Validar recebimento de Pix por Chave para PF, conta Poupança, status Encerrada";"Conta PF Poupança status Encerrada; Iniciação Chave válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X com status=CANCELADO; 4) Validar tabela Y sem lançamento de crédito; 5) Validar tabela M sem movimentação de crédito; 6) Validar tabela Z com mensagens pacs coerentes e XML válido conforme Catálogo Pix Bacen; 7) Validar saldo inalterado";"Pix CANCELADO; Sem crédito em Y/M; Mensageria Z coerente; XML válido; Saldo não alterado"
"[SISTEMA A] Recebimento de Pix - Pix cancelado (Conta Encerrada) (PF Poupança Encerrada por Dados Bancários)";"Validar recebimento de Pix por Dados Bancários para PF, conta Poupança, status Encerrada";"Conta PF Poupança status Encerrada; Iniciação Dados Bancários válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X com status=CANCELADO; 4) Validar tabela Y sem lançamento de crédito; 5) Validar tabela M sem movimentação de crédito; 6) Validar tabela Z com mensagens pacs coerentes e XML válido conforme Catálogo Pix Bacen; 7) Validar saldo inalterado";"Pix CANCELADO; Sem crédito em Y/M; Mensageria Z coerente; XML válido; Saldo não alterado"
"[SISTEMA A] Recebimento de Pix - Pix cancelado (Conta Encerrada) (PF Poupança Encerrada por QRCode Estático)";"Validar recebimento de Pix por QRCode Estático para PF, conta Poupança, status Encerrada";"Conta PF Poupança status Encerrada; Iniciação QRCode Estático válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X com status=CANCELADO; 4) Validar tabela Y sem lançamento de crédito; 5) Validar tabela M sem movimentação de crédito; 6) Validar tabela Z com mensagens pacs coerentes e XML válido conforme Catálogo Pix Bacen; 7) Validar saldo inalterado";"Pix CANCELADO; Sem crédito em Y/M; Mensageria Z coerente; XML válido; Saldo não alterado"
"[SISTEMA A] Recebimento de Pix - Pix cancelado (Conta Encerrada) (PF Poupança Encerrada por QRCode Estático Saque)";"Validar recebimento de Pix por QRCode Estático Saque para PF, conta Poupança, status Encerrada";"Conta PF Poupança status Encerrada; Iniciação QRCode Estático Saque válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X com status=CANCELADO; 4) Validar tabela Y sem lançamento de crédito; 5) Validar tabela M sem movimentação de crédito; 6) Validar tabela Z com mensagens pacs coerentes e XML válido conforme Catálogo Pix Bacen; 7) Validar saldo inalterado; 8) Validar ausência de registro na tabela de SAQUE";"Pix CANCELADO; Sem crédito em Y/M; Mensageria Z coerente; XML válido; Saldo não alterado; Sem registro de SAQUE"
"[SISTEMA A] Recebimento de Pix - Pix cancelado (Conta Encerrada) (PF Poupança Encerrada por QRCode Dinâmico Imediato)";"Validar recebimento de Pix por QRCode Dinâmico Imediato para PF, conta Poupança, status Encerrada";"Conta PF Poupança status Encerrada; Iniciação QRCode Dinâmico Imediato válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X com status=CANCELADO; 4) Validar tabela Y sem lançamento de crédito; 5) Validar tabela M sem movimentação de crédito; 6) Validar tabela Z com mensagens pacs coerentes e XML válido conforme Catálogo Pix Bacen; 7) Validar saldo inalterado";"Pix CANCELADO; Sem crédito em Y/M; Mensageria Z coerente; XML válido; Saldo não alterado"
"[SISTEMA A] Recebimento de Pix - Pix cancelado (Conta Encerrada) (PF Poupança Encerrada por QRCode Dinâmico Imediato Saque)";"Validar recebimento de Pix por QRCode Dinâmico Imediato Saque para PF, conta Poupança, status Encerrada";"Conta PF Poupança status Encerrada; Iniciação QRCode Dinâmico Imediato Saque válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X com status=CANCELADO; 4) Validar tabela Y sem lançamento de crédito; 5) Validar tabela M sem movimentação de crédito; 6) Validar tabela Z com mensagens pacs coerentes e XML válido conforme Catálogo Pix Bacen; 7) Validar saldo inalterado; 8) Validar ausência de registro na tabela de SAQUE";"Pix CANCELADO; Sem crédito em Y/M; Mensageria Z coerente; XML válido; Saldo não alterado; Sem registro de SAQUE"
"[SISTEMA A] Recebimento de Pix - Pix cancelado (Conta Encerrada) (PF Poupança Encerrada por Dinâmico de Troco)";"Validar recebimento de Pix por Dinâmico de Troco para PF, conta Poupança, status Encerrada";"Conta PF Poupança status Encerrada; Iniciação Dinâmico de Troco válida; Pagador habilitado";"1) Montar payload (pagador; recebedor; iniciação; valores); 2) Enviar no endpoint de envio para fila Bacen; 3) Validar tabela X com status=CANCELADO; 4) Validar tabela Y sem lançamento de crédito; 5) Validar tabela M sem movimentação de crédito; 6) Validar tabela Z com mensagens pacs coerentes e XML válido conforme Catálogo Pix Bacen; 7) Validar saldo inalterado; 8) Validar ausência de registro na tabela de SAQUE; 9) Validar ausência de registro na tabela de TROCO";"Pix CANCELADO; Sem crédito em Y/M; Mensageria Z coerente; XML válido; Saldo não alterado; Sem registro de SAQUE/TROCO"
